Name_1,ra_gal_2,dec_gal_3,z_4,MorphType_5,mag_auto_6,magerr_auto_7,SexHalfRad_8,num_targets_9,C_10,C_err_11,A_12,A_err_13,S_14,S_err_15,G_16,M_17,magzp_18,bulge_xctr_19,bulge_xctr_err_20,bulge_yctr_21,bulge_yctr_err_22,Ie_23,Ie_err_24,AvgIe_25,AvgIe_err_26,re_pix_27,re_pix_err_28,re_kpc_29,re_kpc_err_30,n_31,n_err_32,eb_33,eb_err_34,bpa_35,bpa_err_36,bboxy_37,bboxy_err_38,disk_xctr_39,disk_xctr_err_40,disk_yctr_41,disk_yctr_err_42,Id_43,Id_err_44,rd_pix_45,rd_pix_err_46,rd_kpc_47,rd_kpc_err_48,ed_49,ed_err_50,dpa_51,dpa_err_52,dboxy_53,dboxy_err_54,BD_55,BT_56,p_xctr_57,p_xctr_err_58,p_yctr_59,p_yctr_err_60,Ip_61,Ip_err_62,Pfwhm_63,Pfwhm_kpc_64,bar_xctr_65,bar_xctr_err_66,bar_yctr_67,bar_yctr_err_68,Ibar_69,Ibar_err_70,rbar_pix_71,rbar_pix_err_72,rbar_kpc_73,rbar_kpc_err_74,n_bar_75,n_bar_err_76,ebar_77,ebar_err_78,barpa_79,barpa_err_80,barboxy_81,barboxy_err_82,chi2nu_83,Goodness_84,run_85,SexSky_86,YetSky_87,GalSky_88,GalSky_err_89,dis_modu_90,distance_91,fit_92,FitFlag_93,flag_94,Manual_flag_95,Comments_96,Date_97,Version_98,Filter_99,Total_Run_100,rootname_101,Cluster_102,ObsID_103
Galaxy_1,236.24708333333334,0.4752222222222222,0.05,-999,14.1903,0.0137,5.478,1,9999,9999,9999,9999,9999,9999,9999,9999,24.8,107.45,0.04,108.49,0.04,18.77,0.16,22.74468941339264,0.1622308616553836,6.52,0.47,2.491062451609606,0.17957045280007897,1.81,0.08,0.37,0.01,-82.92,1.14,-999.0,-999.0,109.92,1.21,108.44,0.19,19.97,0.44,7.65,0.86,2.922795667916179,0.32857572214482533,0.21,0.03,88.53,1.43,-999.0,-999.0,3.019951720402016,0.7512407935337106,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.147,-9999.0,1,154.9632,-999,154.96,0.0,36.70622782345892,9999.0,-999,2,16414,-999,-999,-999,-999,-999,-999,-999,-999,-999
