gal_id,C,C_err,A,A_err,A_flag,image_A,back_A,A_20,A_20_with_zsum,S,S_err,r20,r20e,r50,r50e,r80,r80e,r90,r90e,extraction_radius,G,G_res,G80,G50,G20,M,M_res,M80,M50,M20
test_237,2.5223498352140101,1.1303506017477738,0.09586,1.2969,0,0.30403,0.20817,0.245094,0.0,0.17868197386283347,4.709,3.1298969072164953,1.253085947231628,5.8577319587628871,1.9657796026955647,10.0,3.3323778476876296,13.0,4.4834039919690474,18.0,0.52290641091464996,0.0,0.50741323652982562,0.33671138119723382,0.15571386602759063,-1.8706551389596315,0.0,-1.7527835538949521,-1.4556564228658582,-1.4909303009288317
