NAME,GAL_ID,RA,DEC,Z,GALFIT_ANGLE,POSITION,ROOTNAME,MAG_ZERO,FILTER,DATE,X_IMAGE,Y_IMAGE,FLUX_RADIUS,THETA_IMAGE,ELONGATION,A_IMAGE,MAG_AUTO,ISO0,BACKGROUND,RA_HMS,DEC_DMS,IMAGE_SIZE,DX,DY,PSF,distance_psf_arcsec,HAS_BAR,R20,R50,R80,R90,C,A,S,C_err,A_err,S_err,gini,gini_err,m20,m20_err,input_image,init_file,restart_file,output_image,sky_x,sky_y,sky_err,sky_val,chi2,ndof,chi2nu,bulge_xctr,bulge_yctr,bulge_xctr_err,bulge_yctr_err,bulge_mag,bulge_Re,bulge_n,bulge_ell,bulge_pa,bulge_mag_err,bulge_Re_err,bulge_n_err,bulge_ell_err,bulge_pa_err,bulge_boxiness,bulge_boxiness_err,disk_xctr,disk_yctr,disk_xctr_err,disk_yctr_err,disk_mag,disk_Re,disk_ell,disk_pa,disk_mag_err,disk_Re_err,disk_ell_err,disk_pa_err,bar_xctr,bar_yctr,bar_xctr_err,bar_yctr_err,bar_mag,bar_Re,bar_n,bar_ell,bar_pa,bar_mag_err,bar_Re_err,bar_n_err,bar_ell_err,bar_pa_err,bar_boxiness,bar_boxiness_err,BD,BT,BarT,bulge_Re_kpc,bulge_Re_kpc_err,disk_Re_kpc,disk_Re_kpc_err,bar_Re_kpc,bar_Re_kpc_err,FLAGS
cl1358_9,9,244.9011765,24.7287144,0.1,-117.26,True,cl1358,25.256,'SDSS_r',2026-05-02 09:19:00,259.0,259.0,25.909,-27.26,1.081,12.332,18.315,3034.0,0.003969985,16:43:43.4,+24:43:43.4,518,166.2249,467.4883,/Users/vinu/github/pymorph/examples/small_image/psf_1447314+0837484.fits,97984,True,6.59,6.59,6.59,6.59,1.0,0.46324,0.26578,0.0065,0.0019,0.0003,0.4175,0.0007,-0.7284,0.0029,I_cl1358_9.fits,G_cl1358_9.in,galfit.01,O_cl1358_9.fits,259.5,259.5,0.0,0.0,305674,263854,1.158,258.36,260.01,0.01,0.01,20.24,1.98,1.98,0.9,-102.26,0.03,0.07,0.09,0.01,4.83,0.27,0.26,258.44,258.95,0.08,0.08,18.65,13.9,0.9,-102.26,0.01,0.27,0.01,2.54,258.24,261.99,0.13,0.11,20.01,16.74,0.06,0.89,-102.26,0.04,0.16,0.01,0.01,2.44,-0.01,0.05,0.23,0.19,9999,0.94,0.03,6.63,0.13,7.98,0.08,16986616
