Name_1,ra_gal_2,dec_gal_3,z_4,MorphType_5,mag_auto_6,magerr_auto_7,SexHalfRad_8,num_targets_9,C_10,C_err_11,A_12,A_err_13,S_14,S_err_15,G_16,M_17,magzp_18,bulge_xctr_19,bulge_xctr_err_20,bulge_yctr_21,bulge_yctr_err_22,Ie_23,Ie_err_24,AvgIe_25,AvgIe_err_26,re_pix_27,re_pix_err_28,re_kpc_29,re_kpc_err_30,n_31,n_err_32,eb_33,eb_err_34,bpa_35,bpa_err_36,bboxy_37,bboxy_err_38,disk_xctr_39,disk_xctr_err_40,disk_yctr_41,disk_yctr_err_42,Id_43,Id_err_44,rd_pix_45,rd_pix_err_46,rd_kpc_47,rd_kpc_err_48,ed_49,ed_err_50,dpa_51,dpa_err_52,dboxy_53,dboxy_err_54,BD_55,BT_56,p_xctr_57,p_xctr_err_58,p_yctr_59,p_yctr_err_60,Ip_61,Ip_err_62,Pfwhm_63,Pfwhm_kpc_64,bar_xctr_65,bar_xctr_err_66,bar_yctr_67,bar_yctr_err_68,Ibar_69,Ibar_err_70,rbar_pix_71,rbar_pix_err_72,rbar_kpc_73,rbar_kpc_err_74,n_bar_75,n_bar_err_76,ebar_77,ebar_err_78,barpa_79,barpa_err_80,barboxy_81,barboxy_err_82,chi2nu_83,Goodness_84,run_85,SexSky_86,YetSky_87,GalSky_88,GalSky_err_89,dis_modu_90,distance_91,fit_92,FitFlag_93,flag_94,Manual_flag_95,Comments_96,Date_97,Version_98,Filter_99,Total_Run_100,rootname_101,Cluster_102,ObsID_103
test_bcg1,221.85835,8.47358888889,0.37546,-999,17.4561,0.0092,5.186,1,2.59359971406,1.14604435915,0.0708315,1.3333,0.256929162688,4.8415,0.518295474563,-1.84338091067,22.5,63.19,0.03,64.46,0.02,24.3035,0.0106,28.2476378367,0.012447239238,6.6095,0.1097,13.4409703232,0.223084112937,1.8149,0.0394,0.4769,0.0052,88.6248,0.4859,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.73102,1.0,1,0.6560819,-999,0.6537,0.0002,41.5094394612,9999.0,-999,8,42,-999,-999,-999,-999,-999,-999,-999,-999,-999
