gal_id,C,C_err,A,A_err,A_flag,image_A,back_A,A_20,A_20_with_zsum,S,S_err,r20,r20e,r50,r50e,r80,r80e,r90,r90e,extraction_radius,G,G_res,G80,G50,G20,M,M_res,M80,M50,M20
test_bcg1,2.59359971406,1.14604435915,0.0708315,1.3333,0,0.27753,0.206699,0.243462,0.0,0.256929162688,4.8415,3.02886597938,1.23856740066,5.65567010309,1.94348832436,10.0,3.34224293728,12.0,4.10148352924,18.0,0.518295474563,0.0,0.511178592213,0.33125297678,0.148958479038,-1.84338091067,0.0,-1.7450954384,-1.43444841254,-1.48505305572
