sma inte intee mag magl magu
1.0 3.49152501424 0.622854073842 -1.35753789448 0.213336059389 0.178222865406
1.18119369062 3.45884843306 0.560750181025 -1.34732882905 0.192046066698 0.163127890478
1.39521853475 3.31673639471 0.549109719016 -1.30177739083 0.196508621116 0.166334014768
1.64802333028 3.29206231924 0.503225143139 -1.2936701197 0.180112221971 0.154441569747
1.94663475971 3.21688079834 0.479350805283 -1.268587421 0.175190205717 0.150810519074
2.2993526961 2.75274085999 0.39106271002 -1.09941332327 0.166361544376 0.144225183687
2.71598089714 2.73393758138 0.337511579196 -1.09197148738 0.14306142935 0.126386840517
3.20809949953 2.37968285878 0.314886411031 -0.941297705817 0.15410459486 0.134925675604
3.78938688771 2.05503687365 0.266201693436 -0.782049047136 0.150623228725 0.132250397116
4.47599988307 1.73104363519 0.216298309532 -0.59577003867 0.14492098621 0.127835507396
5.28702282108 1.36601381524 0.178235131641 -0.338637729057 0.151798911634 0.133155555534
6.2449979984 1.06460400017 0.147399503358 -0.0679702341716 0.161804795935 0.140789453936
7.37655223362 0.747469011943 0.11161459287 0.316017018282 0.175588746963 0.151105595328
8.71313695684 0.507018715995 0.0851065499442 0.737440022262 0.199504856079 0.168474004235
10.2919023989 0.32842409888 0.061797125395 1.20891245755 0.226327335019 0.187189675387
12.156730178 0.212768111566 0.0463591729752 1.68023365251 0.266824721142 0.214016512472
14.3594529848 0.136786162853 0.034947173936 2.15989458294 0.320320219855 0.247031103866
16.9612952663 0.104175574343 0.027085619913 2.45558524126 0.326920286375 0.250926119476
20.0345749532 0.0505146367209 0.0189952322415 3.2414569148 0.512098076622 0.346573089281
23.6647135289 0.0226813699748 0.0123795190373 4.11082679304 0.85688505303 0.472884102965
27.9526103106 0.010152530949 0.00770529180939 4.98356419483 1.5447447805 0.613135465356
33.0174469351 0.0441474119822 0.0142963694202 3.38773687658 0.424864364234 0.304582645807
39.0 0.0298975862955 0.009917021582 3.81090967976 0.437570923765 0.311015786871
