sma inte intee mag magl magu
1.0 4.64697265625 2.15568375587 -1.66792529252 0.676865059824 0.413771048014
1.17529478796 4.64697265625 2.15568375587 -1.66792529252 0.676865059824 0.413771048014
1.3813178386 6.31713533401 1.7772359848 -2.00130045256 0.358684891213 0.269157355466
1.62345565621 7.98729801178 2.82618093491 -2.25599972143 0.474140444193 0.328913876147
1.90803897123 7.60687208176 1.95024001598 -2.2030152829 0.32162045519 0.247801417069
2.2425082581 4.81770057678 0.981600761414 -1.70709951204 0.247374764558 0.201339677363
2.63560826769 4.81770057678 0.981600761414 -1.70709951204 0.247374764558 0.201339677363
3.09761666011 4.18922456106 0.835586071014 -1.55533410275 0.241543489157 0.197465145568
3.64061271572 3.68729237148 0.725779601506 -1.41676893724 0.237984913117 0.195083588843
4.27879314975 4.09953069687 1.01236486435 -1.53183535678 0.30793545929 0.239619574143
5.02884328764 2.78298886617 0.556076420678 -1.11127867217 0.242020816142 0.197783604459
5.91037330542 2.4971738962 0.438281059265 -0.993621966142 0.209537609478 0.175566585157
6.94643094073 2.05906417153 0.432651866566 -0.784174704461 0.256098075989 0.207071664469
8.16410407954 1.68839917864 0.347275018692 -0.568687830526 0.250015364859 0.203082849188
9.59522897301 1.44768371582 0.31066420873 -0.401684223234 0.262264434098 0.211077809643
11.2772226012 1.15818901062 0.240643835068 -0.159448599625 0.252879959521 0.204965953702
13.2540609458 1.03005481902 0.221472853706 -0.032150845653 0.262840719253 0.211450296354
15.5774287489 0.807212912518 0.187339824179 0.232529748895 0.286713296214 0.226599290822
18.3080708183 0.433077282376 0.126648726287 0.908586492867 0.375590420218 0.278525211966
21.5173802103 0.460319721338 0.118106235157 0.842351045903 0.321906152815 0.247970479431
25.2892648117 0.30223069191 0.0869239151478 1.29915358651 0.368202164945 0.274459027174
29.7223411244 0.212127423754 0.0644931091982 1.68350795606 0.393523763867 0.288218990372
34.9325126094 0.168043702336 0.0533685158875 1.93644439665 0.414881966059 0.299448354004
41.056 0.118368297327 0.0440506974205 2.31691149867 0.505359312249 0.343503544178
