sma inte intee mag magl magu
1.0 6.16114044189 1.75515532494 -1.97415277139 0.364045206874 0.272152258228
1.26124979539 6.16114044189 1.75515532494 -1.97415277139 0.364045206874 0.272152258228
1.59075104638 6.16114044189 1.75515532494 -1.97415277139 0.364045206874 0.272152258228
2.00633443176 3.50376439095 1.32358682156 -1.36133723635 0.515107568552 0.347935005981
2.53048889155 4.66195297241 1.24658910433 -1.67141972062 0.337827271602 0.257281110967
3.19157859671 3.11114338466 0.666670118059 -1.23230006774 0.261836837567 0.210801218598
4.02537785208 3.40649659293 0.697597571782 -1.33076989727 0.24878785661 0.202273394506
5.07700699231 3.67495854696 0.782619396845 -1.41313111166 0.260008071305 0.209616252966
6.40337403026 1.88885402679 0.396742343903 -0.690495990878 0.255992663853 0.207002853518
8.07625418549 2.07992657748 0.434838164936 -0.795120011016 0.254646902643 0.206123396014
10.186173939 1.04555140601 0.241010771857 -0.0483634759516 0.284493517251 0.225213473895
12.8473097964 0.951260480014 0.207940166647 0.054251363958 0.267808632762 0.214647900794
16.203666852 0.672447077433 0.149716075261 0.430854723976 0.273449630941 0.218249746184
20.4368715017 0.426591486544 0.107375505808 0.92496953996 0.314818897362 0.24375556885
25.776 0.286506054013 0.0816267811975 1.35716549186 0.364089448117 0.272176880865
